0.001956;0.002153;0.002907;0.001842;0.00183;0.002148;0.002132
0.002823;0.002877;0.003654;0.002833;0.005354;0.00328;0.003034
0.003696;0.004242;0.005681;0.004066;0.006226;0.004446;0.007436
0.0061;0.007373;0.011505;0.007593;0.018578;0.005557;0.010328
0.009044;0.012894;0.012854;0.012503;0.022796;0.006264;0.012405
0.00808;0.010364;0.043242;0.014387;0.031178;0.014062;0.013025
0.011881;0.010942;0.042513;0.027359;0.029609;0.020474;0.0165
0.017977;0.01995;0.085711;0.049329;0.048295;0.022004;0.02559
0.031343;0.021788;0.08387;0.061446;0.056788;0.031007;0.036758
0.030175;0.023039;0.089861;0.061708;0.101727;0.03794;0.050636
0.065562;0.029471;0.10665;0.080662;0.140008;0.041011;0.067566
0.08804;0.030849;0.119402;0.093608;0.064948;0.046489;0.084734
0.096662;0.028774;0.149011;0.107652;0.076049;0.055646;0.104994
0.100509;0.037367;0.22546;0.126976;0.082376;0.081997;0.138028
0.134336;0.048526;0.193553;0.140801;0.202121;0.112295;0.162321
0.159156;0.047819;0.235237;0.161922;0.168248;0.129964;0.144709
0.210042;0.064459;0.296174;0.21508;0.208225;0.145164;0.212229
0.175799;0.075254;0.371246;0.251606;0.333307;0.174206;0.284417
0.203882;0.094624;0.44413;0.273234;0.316754;0.230761;0.334178
0.231912;0.111015;0.43331;0.294916;0.329676;0.281365;0.377131
0.235374;0.14905;0.51523;0.370772;0.250126;0.332246;0.368817
0.266153;0.199044;0.535888;0.404791;0.508142;0.390303;0.547534
0.243074;0.167915;0.561321;0.413588;0.412013;0.389192;0.58094
0.23689;0.182407;0.633045;0.435871;0.789401;0.466621;0.628609
0.260244;0.188979;0.774717;0.445842;0.994115;0.491318;0.691908
0.285631;0.201961;0.880847;0.496731;1.0513;0.553831;0.834771
0.319319;0.232958;0.909407;0.505508;1.11676;0.653848;1.00231
0.37189;0.291905;1.02229;0.636014;1.20449;0.699913;0.903838
0.421673;0.374177;0.976421;0.72026;1.33615;0.736024;1.21283
0.476443;0.501449;1.00967;0.752602;1.36154;0.772019;1.17221
0.539848;0.668919;-27.5591;0.860879;1.50626;0.84626;1.28708
0.520791;0.677722;1.01192;0.942732;1.70267;0.949777;1.41531
0.602053;0.638851;1.17494;0.936185;1.7043;0.997266;2.07267
0.645148;0.705688;1.17022;0.975413;1.7388;1.01202;1.68056
0.728208;0.849605;1.20553;1.03022;1.80304;1.06607;2.01028
