0.004323;0.002515;0.002795;0.002448;0.002803;0.0024;0.002568;0.00301;0.00263;0.002855;0.002558;0.002721;0.002839;0.0039;0.002438;0.002767;0.002444;0.002899;0.002726;0.002684;0.002744
0.004649;0.003866;0.005831;0.003463;0.003906;0.003689;0.003076;0.006841;0.003598;0.003715;0.003398;0.00721;0.006974;0.003219;0.006864;0.003151;0.003945;0.005296;0.003911;0.00329;0.003817
0.010098;0.005863;0.010949;0.009617;0.004338;0.006017;0.010202;0.01311;0.005043;0.006526;0.008095;0.007989;0.010501;0.00516;0.007335;0.004919;0.006287;0.010349;0.005325;0.009737;0.007246
0.017587;0.02054;0.016387;0.009822;0.005877;0.010058;0.010354;0.019529;0.006262;0.007798;0.007164;0.015113;0.015957;0.005518;0.015016;0.005812;0.006384;0.014388;0.00882;0.010061;0.007494
0.019784;0.03102;0.017956;0.010905;0.009124;0.0093;0.021483;0.016932;0.009717;0.012952;0.016111;0.02783;0.022169;0.012754;0.023006;0.009565;0.007551;0.021169;0.013584;0.011705;0.020503
0.026876;0.038486;0.021127;0.018873;0.009007;0.014945;0.021351;0.026814;0.014836;0.021956;0.021898;0.038097;0.029787;0.013764;0.030673;0.008389;0.006799;0.026774;0.014544;0.016048;0.022519
0.030668;0.048759;0.027174;0.02456;0.024627;0.026696;0.023057;0.035568;0.019566;0.032175;0.023692;0.032325;0.040492;0.016165;0.037545;0.008901;0.00906;0.0327;0.016357;0.021156;0.026646
0.035904;0.051978;0.034353;0.03183;0.036129;0.02529;0.022545;0.036283;0.035818;0.045302;0.034143;0.053909;0.050269;0.016363;0.038151;0.013734;0.016533;0.048992;0.019754;0.031728;0.026179
0.046632;0.060992;0.039056;0.038217;0.048065;0.045185;0.023709;0.046413;0.053566;0.043668;0.05325;0.074374;0.059393;0.019209;0.048618;0.015049;0.019552;0.051281;0.024107;0.03287;0.038542
0.05061;0.075336;0.039367;0.041007;0.0575;0.041487;0.027756;0.065614;0.053146;0.042462;0.052793;0.095366;0.07271;0.019071;0.058103;0.025064;0.022411;0.056755;0.028398;0.038624;0.042561
0.051809;0.105562;0.049955;0.043369;0.071376;0.045433;0.029526;0.066047;0.064704;0.060916;0.063828;0.095123;0.07717;0.024459;0.060498;0.029215;0.026351;0.095235;0.043209;0.041157;0.044018
0.048934;0.111718;0.045883;0.058983;0.090831;0.059034;0.030492;0.063302;0.067268;0.061194;0.104006;0.115988;0.104006;0.028345;0.079781;0.038275;0.037955;0.085265;0.050842;0.052274;0.048865
0.058258;0.12674;0.070417;0.087489;0.12251;0.086338;0.031046;0.073672;0.073311;0.060623;0.088766;0.121251;0.116733;0.050736;0.074873;0.049642;0.042661;0.072945;0.066669;0.053231;0.05578
0.067967;0.148645;0.070735;0.079817;0.144628;0.131084;0.032793;0.079079;0.07647;0.063479;0.106676;0.168002;0.120723;0.049059;0.093173;0.058819;0.055548;0.092556;0.077109;0.071969;0.072903
