102.021414667;50.3571546667;5.384876;116.442646667;85.8983333333;103.939366667;74.4871413333;156.703354667;17.7570133333;44.934408;10.2610213333;2.62558666667;7.49718666667;94.859448;26.4751506667;19.2723693333;3.48407466667;8.22435466667;5.50820266667;15.0158493333;9.095696;18.9077866667;53.52156;68.214576;8.239648;26.29256;76.23836;14.8332546667;9.42892933333;35.871208;20.634448;6.316236;162.16008;300.698401333;16.299968;106.456862667;55.7385093333;51.3649613333;12.7512493333;159.059;14.110048;21.5439666667;52.46372;18.693016;11.97984;36.2120013333;33.1788733333;9.01915333333;112.916346667;6.690156;17.0367466667;94.4311146667;135.997674667;16.7583266667;93.8979066667;4.77224266667;4.17916933333;7.71328;38.463996;15.133848;59.5164266667;19.3235026667;26.928804;4.42981466667;46.232048;32.3728;25.4874346667;121.328533333;87.7724493333;84.1603266667;5.8466;65.288668;26.3300013333;12.575396;8.311676;26.8788666667;10.71852;137.471208;170.594074667;15.8644466667;2.70892133333;103.114181333;40.4298773333;13.15412;-6.53333332906e-05;8.53188;10.0947866667;89.9927933333;108.037496;44.343716;8.508096;8.130728;26.8354946667;4.67683466667;11.3466746667;2.87707466667;4.80061333333;10.0020826667;6.21144;32.5428333333
155.662609333;30.6843453333;5.590676;89.9304013333;176.48104;110.742366667;133.054601333;192.712154667;17.756948;44.9343226667;10.2611053333;16.0815866667;23.0117866667;147.178808;41.4859586667;88.8569693333;8.32638133333;13.5317546667;37.4242026667;44.907356;12.891896;29.8426666667;54.392188;231.439762667;27.2412893333;28.27992;80.907416;17.9264826667;16.9869293333;52.0413426667;29.713276;17.10112;550.582586667;288.402508;26.3656093333;110.827397333;71.420216;171.988961333;57.9746493333;200.1924;23.857448;34.4937666667;85.10972;40.173216;18.873668;131.504601333;81.0859;10.497688;145.280081333;38.323156;18.8495746667;272.930528;268.928074667;67.8395266667;192.891906667;85.684256;10.4757693333;31.2324933333;102.028696;17.1426613333;83.7358266667;172.841436;69.914004;10.6514426667;131.203154667;142.708426667;204.122541333;127.419333333;129.017156;100.912661333;9.28250666667;151.890268;50.8294013333;37.8315026667;8.311676;59.8094946667;22.82912;147.753088;358.907874667;35.6399533333;9.116084;227.546761333;60.4719773333;43.8792266667;1.40493466667;14.0024146667;16.5750933333;115.675621333;153.837536;66.9378826667;15.1105093333;15.471956;35.3524946667;43.0820346667;11.3466746667;20.2521813333;115.183813333;13.4058826667;12.8171466667;35.0580333333
215.581437333;55.0821453333;34.9155426667;133.489001333;179.008946667;116.748594667;229.965201333;196.213582667;19.571348;49.2783226667;12.525612;29.3045866667;26.8668;191.203314667;109.176865333;95.415676;11.499488;20.2125546667;66.4238026667;62.733384;20.852696;31.2739733333;121.327216;583.517257333;52.354996;59.7290266667;114.551229333;59.1465106667;27.898436;77.3553706667;31.627132;34.736948;695.746693333;446.005814667;36.8684373333;113.531197333;125.113922667;219.769589333;85.431784;306.964666667;47.341876;42.2692733333;99.587348;171.278044;25.767268;177.110308;258.333568;31.205488;149.809216;31.964156;35.6607093333;315.404328;511.893914667;91.1597266667;212.356706667;234.195884;68.6195973333;31.4021213333;262.079202667;39.915768;97.6987333333;211.728836;122.357004;87.6484426667;162.901182667;76.1856666667;285.263541333;174.244561333;138.822384;109.924117333;39.4743066667;333.144696;64.8888293333;347.815516;14.894076;90.9958946667;83.0204266667;344.076608;420.484874667;40.50026;15.288084;294.631868;65.4649773333;101.314333333;4.70573466667;22.1681213333;87.0969213333;138.988049333;314.671704;70.3218826667;25.8261373333;29.649556;44.8172013333;144.237141333;19.2260746667;25.7169813333;189.703826667;47.2546826667;45.0940533333;85.79394
340.562065333;82.5787453333;285.413142667;168.329001333;181.014574667;148.734822667;183.348108;200.778382667;22.7450826667;241.195496;15.319268;47.7955866667;83.373628;319.603421333;120.401572;102.395276;63.1309946667;21.9909546667;81.6802306667;72.4114786667;42.227924;41.96808;173.454922667;993.469357333;90.8638653333;127.148493333;341.541842667;69.7646173333;35.4933426667;121.454344;63.666932;108.338054667;610.304377333;585.825442667;51.224944;117.201597333;168.712950667;342.971617333;104.319397333;519.678333333;125.687076;42.2693013333;207.989654667;214.250644;30.004788;188.448614667;304.964694667;58.740688;151.705272;39.056356;71.7353373333;454.005928;513.443021333;162.788728;437.570362667;276.360684;78.129504;34.5717213333;309.159709333;57.165968;113.039361333;241.173064;288.823617333;113.642377333;166.655117333;146.407066667;467.863941333;213.465961333;138.822384;145.621452;54.0463066667;338.257602667;67.999736;678.208382667;122.243276;146.040894667;189.510426667;580.806216;750.993874667;42.450888;24.914084;332.362202667;96.5303773333;279.73284;32.6579346667;126.433441333;169.780549333;142.813449333;416.439605333;78.749524;26.2199933333;30.7520906667;172.031601333;197.770648;30.4950746667;34.0449813333;257.796654667;54.991096;78.9216813333;190.01674
310.512572;142.847745333;269.256105333;238.673801333;184.165109333;149.844450667;234.101574667;295.891356;53.6893893333;280.135496;18.1480306667;113.624586667;204.669628;365.582221333;148.194572;154.488904;174.481129333;29.1829546667;106.474430667;142.322385333;46.406152;51.0486533333;304.643764;1083.182492;104.864;168.733493333;356.164456;132.661990667;41.179584;180.119878667;72.461388;146.441682667;645.524777333;701.425005333;61.012744;127.138010667;271.474550667;377.182924;118.777904;714.397533333;150.040104;45.4949146667;324.792054667;228.777044;45.7869226667;202.209921333;341.962201333;221.183501333;156.006872;44.934784;243.950044;637.980394667;594.291049333;263.043928;468.680590667;318.378697333;88.351732;90.1119226667;312.132216;104.865168;140.877589333;226.351064;401.825952;332.259577333;223.763745333;241.84348;699.335648;227.840724;143.958384;167.378758667;166.81052;775.156909333;82.055364;790.956717333;256.751982667;171.429429333;418.005733333;558.991016;851.207581333;44.467716;24.9140186667;356.970002667;131.392005333;491.468746667;85.5899626667;200.939869333;260.759177333;188.189049333;435.710405333;85.750924;35.1347;73.5957973333;230.741801333;254.682876;31.0694746667;46.1125813333;375.429789333;74.9310026667;120.923588;204.787168
374.315906667;207.86668;316.32764;356.333857333;193.103109333;161.080157333;432.260976;526.262756;74.8920173333;430.214552;29.3000306667;114.989786667;221.454334667;437.486821333;191.070985333;206.319704;279.813929333;35.3773546667;120.465830667;221.285613333;61.8701933333;81.60256;297.265592;1133.07812;161.785628;188.471521333;404.648390667;187.843018667;47.773612;211.282841333;78.580016;150.084082667;672.191977333;747.22474;105.273744;140.014517333;216.925750667;546.337324;125.179838667;1126.04053333;252.866904;92.7390213333;387.881589333;238.996044;63.3088293333;218.879177333;590.377001333;237.577836;164.744528;51.8367186667;372.091350667;772.522529333;622.438849333;263.744434667;654.247125333;321.091497333;102.79596;116.907829333;414.368922667;212.861274667;157.095189333;259.924492;510.566552;559.112977333;227.343545333;315.360842667;669.146754667;261.878830667;149.403212;170.202293333;227.098082667;791.283109333;90.8456986667;830.267917333;334.946382667;202.122829333;591.536533333;565.099044;849.521781333;51.495744;38.2446186667;356.970030667;165.154712;649.169881333;88.8865626667;232.032269333;309.001577333;220.943305333;441.120446667;134.960124;45.6183;98.7797973333;353.498201333;285.518476;32.8534746667;49.4179813333;468.570589333;81.8969093333;140.617044;209.808102667
389.012613333;233.493893333;353.900546667;353.370085333;326.394082667;171.984292;451.722682667;888.065969333;82.6388306667;509.577008;70.9004306667;125.492121333;229.917562667;442.145221333;224.023385333;225.125732;355.936129333;125.166354667;143.542430667;415.137254667;86.1460493333;245.179788;305.402098667;1179.72633333;265.731856;198.084721333;470.640618667;201.107353333;57.3416253333;220.208441333;99.3483226667;153.652417333;1186.901084;849.941953333;107.798050667;233.909530667;228.936178667;673.231924;138.406145333;1264.56253333;402.797304;100.004649333;449.306989333;246.208044;181.631829333;272.630577333;633.884801333;202.866236;172.120729333;57.4477186667;394.421578667;845.591329333;762.102877333;278.379062667;792.42246;321.369953333;139.75516;116.983829333;438.647229333;331.074674667;162.345789333;283.458226667;546.513752;682.680084;231.608345333;441.804642667;714.794754667;283.287737333;238.305012;197.438693333;369.348482667;619.093644;106.617898667;1075.583424;339.913610667;249.853842667;608.51724;609.716844;889.195716;97.261144;38.2446186667;360.839030667;170.242325333;1046.77168133;101.268990667;236.206032;361.895497333;347.399105333;541.067846667;311.315818667;133.7963;296.295025333;420.730108;320.550704;37.3311813333;52.870916;478.240817333;83.290672;160.472350667;220.420302667
426.75152;241.952921333;390.883346667;362.956848;358.705110667;315.436226667;604.939710667;709.957369333;102.116230667;479.876208;207.335658667;136.350949333;238.944869333;543.503077333;226.376213333;228.834588;454.226529333;121.502182667;174.398937333;405.305854667;112.004156;254.535788;323.302233333;1184.306068;263.889990667;211.853134667;501.165325333;207.718753333;62.2548253333;408.444948;220.607629333;165.706152;1257.45221867;1134.852116;122.438450667;245.927130667;359.980806667;655.202124;143.984801333;1295.37033333;439.356410667;100.296584;450.656389333;249.072750667;276.740536;312.803377333;667.317001333;274.310598667;229.353557333;60.2840253333;408.001978667;999.299357333;810.843784;365.910357333;964.563394667;333.882981333;143.647588;120.326229333;522.821364;327.619902667;166.591389333;316.361133333;610.126952;766.876790667;234.653973333;508.724642667;727.607982667;366.593937333;262.39484;202.644521333;374.484282667;660.5525;124.716205333;1333.27468;368.097038667;297.372442667;638.444668;705.178444;940.189916;107.637344;51.4743253333;407.890630667;171.114353333;714.079081333;109.811018667;239.319032;485.033004;377.106905333;575.921246667;409.909274667;206.4985;503.129825333;395.878536;436.910210667;48.0614373333;56.234972;517.978845333;85.1017;247.453750667;225.949702667
471.548254667;244.335749333;478.853281333;384.631754667;412.984766667;572.171961333;693.487166667;805.341397333;143.405630667;717.987808;241.933765333;149.452377333;373.100097333;767.527877333;232.441948;234.614788;439.441264;135.003382667;183.738537333;417.339082667;150.068784;318.203388;332.287433333;1199.88523067;275.037702667;233.092041333;489.625925333;225.417153333;70.3086253333;508.886348;234.199764;171.094886667;1393.10621867;1177.93782267;132.576050667;299.860865333;413.836526667;713.654937333;165.707308;1302.97876133;748.020410667;102.151812;464.668817333;268.354485333;293.753964;343.401684;669.237042667;433.019572;253.782092;103.508225333;420.531778667;891.722157333;863.38744;382.517864;991.166422667;338.840688;156.653588;125.895085333;585.557792;347.344516;277.008496;470.609361333;603.26298;752.595990667;236.05148;630.133842667;736.070689333;404.429150667;312.047268;245.856121333;413.097910667;703.947513333;400.634233333;1385.873936;371.965638667;329.846242667;651.895668;707.528072;1115.214944;116.188450667;64.429632;434.416937333;215.119688;963.802081333;115.070725333;241.00386;693.599605333;425.60564;582.478553333;532.463981333;212.4857;587.479332;439.356642667;591.338810667;51.2994373333;56.5639346667;575.717952;89.2440066667;310.465606667;289.358637333
539.795854667;365.615949333;619.497681333;456.115689333;435.181766667;760.578668;921.864873333;824.942625333;169.798830667;697.743714667;253.682672;166.235712;393.983125333;787.160905333;243.621482667;253.415816;477.161264;144.344410667;184.513737333;417.339110667;150.068784;383.951429333;336.624446667;1204.38873733;300.483302667;244.908348;549.086153333;245.28026;70.3086533333;379.293976;370.562564;228.490486667;1519.84421867;1331.96442267;145.948678667;497.496065333;485.752433333;728.246737333;183.997042667;1318.824468;1035.14787733;103.167774667;467.139445333;281.189685333;400.325564;611.123457333;696.769898667;540.950306667;260.332958667;186.462825333;462.753885333;906.114664;889.94504;392.297626667;1080.53825067;343.143088;164.638388;140.171685333;763.395098667;362.411116;284.788402667;538.538668;621.75998;1053.34225733;238.394708;618.338470667;848.329224;407.923750667;379.961574667;247.440121333;433.797645333;726.502513333;324.111674667;1568.077136;377.812294667;433.296270667;672.088468;709.0341;1040.065572;140.669650667;177.149738667;471.789057333;363.438488;979.732309333;155.295181333;250.639194667;775.725912;513.354946667;618.857353333;487.997809333;212.485728;663.401638667;464.034442667;648.667210667;75.751944;59.7345626667;642.149352;137.062113333;339.603606667;458.178637333
