1520.00067556;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1296.80194232;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1062.903202;1520.00067556;1062.903202;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1062.903202;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1062.903202;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1062.903202;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1062.903202;1520.00067556;1296.80194232;1520.00067556;1062.903202;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1062.903202;1520.00067556;1296.80194232;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1062.903202;1062.903202;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1296.80194232;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556
2916.84559354;1310.21054356;1520.00067556;1520.00067556;1399.55836158;1399.55564108;1399.55564108;1399.55836158;1520.00067556;1310.21054356;1520.00003378;1251.00558261;1520.00067556;1251.00558261;1399.55836158;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1062.903202;1520.00067556;1520.00067556;1520.00067556;1310.21054356;1251.00558261;1520.00067556;1520.00067556;1310.21054356;1399.55564108;1520.00067556;1520.00067556;1251.00558261;1520.00067556;1399.55836158;1520.00067556;1251.00558261;1310.21054356;1399.55564108;1520.00067556;1520.00067556;1520.00067556;1251.00558261;1251.00558261;1310.21054356;1520.00067556;1520.00067556;1251.00558261;1520.00067556;1399.55564108;1520.00067556;1168.26031436;1520.00067556;1520.00067556;1520.00067556;1399.55836158;1251.00558261;1520.00067556;1310.21054356;1520.00067556;1520.00067556;1520.00067556;1399.55836158;1520.00067556;1251.00558261;1310.21054356;1399.55836158;1399.55836158;1251.00558261;1520.00067556;1520.00067556;1399.55564108;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1251.00558261;1251.00558261;1520.00067556;1251.00558261;1251.00558261;1520.00067556;1520.00067556;1399.55836158;1520.00003378;1520.00067556;1520.00067556;1520.00067556;1399.55836158;1520.00067556;1520.00067556;1251.00558261;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1399.55836158;1520.00003378;1520.00067556;1520.00067556
3376.66722944;1520.00067556;1520.00067556;1520.00067556;1265.90735668;1437.52745278;1437.52745278;1437.52745278;1329.42875185;1373.39579741;1520.0002477;1329.42875185;1520.0002477;1329.42875185;1265.90735668;1520.00067556;1437.52553937;1520.00067556;1520.00067556;1437.52745278;1181.31940251;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1329.42875185;1520.00067556;1520.00067556;1373.39579741;1437.52553937;1520.00067556;1520.00067556;1329.42875185;1520.00067556;1437.52745278;1520.00067556;997.836173779;1373.39579741;1437.52553937;1520.00067556;1437.52745278;1520.00067556;1329.42875185;1329.42875185;1373.39579741;1520.00067556;1437.52553937;1329.42875185;1520.00067556;1437.52553937;1520.00067556;1265.90587287;1520.00067556;1520.00067556;1520.00067556;1265.90735668;1329.42875185;1520.00067556;1310.21054356;1520.00067556;1520.00067556;1329.42875185;1265.90142144;1520.00067556;1329.42875185;1520.0002477;1437.52745278;1265.90735668;1329.42875185;1520.00067556;1520.00067556;1437.52553937;1520.00067556;1329.42875185;1520.00067556;1520.00067556;1329.42875185;1329.42875185;1437.52553937;1181.31940251;1329.42875185;1520.00067556;1520.00067556;1437.52745278;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1437.5293662;1520.00067556;1520.00067556;1329.42875185;1437.52553937;1520.00067556;1520.00067556;1520.00067556;1520.00067556;1437.52745278;1520.0002477;1520.00067556;1520.00067556
2965.62348115;1520.00067556;1520.00067556;1520.00067556;1321.11909797;1399.55836158;1399.55700133;1457.29517919;1321.11788592;1407.3302359;1520.00067556;1372.4464169;1520.00035467;1372.44679624;1321.11909797;1520.00067556;1353.41144272;1520.00067556;1520.00067556;1457.29517919;1251.00558261;1520.00067556;1520.00067556;1520.00067556;1372.44679624;1372.44679624;1520.00067556;1372.44679624;1407.3302359;1457.29370439;1457.29517919;1520.00067556;1372.44679624;1520.00067556;1457.29517919;1520.00067556;1013.34448012;1279.92377343;1457.29370439;1520.00067556;1457.29517919;1457.29517919;1372.44679624;1372.44679624;1407.3302359;1407.3302359;1457.29370439;1372.44679624;1520.00067556;1457.29370439;1520.00067556;1208.21789539;1520.00067556;1520.00067556;1520.00067556;1273.492172;1372.44679624;1520.00067556;1357.03495402;1520.00067556;1520.00067556;1251.00014856;1321.11667387;1520.00067556;1372.44679624;1520.00035467;1457.29517919;1321.11909797;1372.44679624;1372.44679624;1520.00067556;1457.29370439;1520.00067556;1251.00558261;1372.44679624;1520.00067556;1372.44679624;1372.44679624;1457.29370439;1251.00558261;1372.44679624;1520.00067556;1357.03495402;1457.29517919;1372.44679624;1520.00067556;1520.00067556;1457.29517919;1321.11909797;1520.00067556;1520.00067556;1372.44679624;1457.29370439;1372.44679624;1520.00067556;1520.00035467;1457.29370439;1457.29517919;1407.3302359;1520.00067556;1520.00067556
3400.29393652;1428.50567196;1520.00067556;1520.00067556;1356.61996628;1422.09525194;1377.72358732;1469.41894277;1356.61894383;1428.50793933;1520.00067556;1399.62017419;1469.41870286;1399.62039185;1356.61996628;1520.00067556;1383.74256238;1399.62039185;1399.62039185;1395.56087592;1296.90845844;1520.00067556;1520.00067556;1520.00067556;1399.62039185;1399.62039185;1520.00067556;1399.62039185;1428.50793933;1469.41774322;1469.41774322;1520.00067556;1399.62039185;1519.99554135;1469.41894277;1520.00067556;985.767704936;1229.70810829;1469.41774322;1520.00067556;1469.41894277;1356.61996628;1399.62039185;1399.62039185;1428.50793933;1330.92780456;1356.61894383;1399.62039185;1520.00067556;1469.41774322;1520.00067556;1176.06088859;1520.00067556;1428.50793933;1520.00067556;1278.086846;1399.62039185;1520.00067556;1386.77128058;1520.00067556;1520.00067556;1296.90565516;1259.90336541;1520.00067556;1399.62039185;1469.41870286;1383.74256238;1259.90777475;1399.62039185;1399.62039185;1520.00067556;1469.41774322;1520.00067556;1296.90845844;1399.62039185;1469.41894277;1399.62039185;1399.62039185;1469.41774322;1296.90845844;1296.90845844;1520.00067556;1344.54484543;1469.41894277;1399.62071834;1520.00067556;1520.00067556;1469.41894277;1356.61996628;1520.00067556;1520.00067556;1399.62039185;1469.41774322;1399.62039185;1428.50793933;1428.50544522;1469.41774322;1469.42134188;1520.00041884;1520.00067556;1469.41774322
3649.62270336;1477.61414569;1520.00067556;1520.00067556;1381.36651683;1437.52745278;1399.55745475;1477.61414569;1381.36563341;1404.7300382;1520.00067556;1418.34173263;1339.17760359;1329.43284302;1381.36651683;1477.61313489;1317.46278625;1329.42875185;1412.10896513;1414.86724157;1329.42875185;1520.00067556;1407.3302359;1520.00495409;1381.36651683;1418.3419189;1418.3419189;1418.3419189;1442.9840911;1381.36563341;1437.52171257;1520.00067556;1418.3419189;1519.9985363;1477.61414569;1520.00067556;1047.10519044;1270.1369631;1477.61313489;1520.00067556;1477.61616731;1381.36651683;1418.34005622;1418.3419189;1442.9840911;1442.9840911;1256.68194078;1381.36651683;1520.00067556;1477.61313489;1520.00067556;1222.15149586;1520.00281482;1442.9840911;1477.61414569;1312.91267854;1418.3419189;1520.00067556;1407.3302359;1442.98216314;1418.3419189;1270.13621623;1296.89148321;1520.00067556;1418.3419189;1477.61394353;1317.46278625;1296.88758987;1381.36916707;1418.3419189;1520.00067556;1437.52553937;1477.61414569;1329.42875185;1381.36916707;1477.61414569;1418.3419189;1381.36651683;1477.61313489;1329.42957008;1329.42875185;1477.61414569;1370.9193728;1477.61414569;1381.36678185;1442.9840911;1520.00067556;1477.61414569;1381.36475;1520.00281482;1418.3419189;1418.3419189;1477.61313489;1418.34564427;1442.9840911;1442.98197034;1477.61313489;1477.6151565;1404.7280284;1520.00067556;1477.61717812
4257.89315392;1420.11354146;1520.00067556;1453.50346245;1399.60266835;1415.58241667;1415.58162148;1483.52405252;1399.60189102;1334.5506695;1520.00067556;1432.02387252;1362.32991284;1353.68007598;1399.60111368;1483.52405252;1343.02800586;1353.67135008;1426.57470921;1428.98781164;1353.6742587;1520.00067556;1345.06816346;1520.00067556;1399.60266835;1353.6742587;1432.02810412;1432.02403527;1453.50513918;1399.60189102;1448.7529514;1520.00067556;1432.02403527;1519.99517462;1483.52405252;1520.00067556;1095.80844573;1300.68342656;1483.52317917;1520.00067556;1483.52754593;1399.60344569;1432.02403527;1308.1904663;1420.11514203;1450.78889525;1288.57149578;1368.61685517;1520.00067556;1483.52317917;1520.00067556;1257.34887989;1520.00434287;1453.50513918;1428.98538069;1338.97616144;1432.02403527;1432.02403527;1422.39240759;1453.50346245;1432.02729035;1300.67939853;1320.00270286;1520.00067556;1432.02403527;1483.52387785;1343.02943739;1324.66623142;1399.60500037;1432.02403527;1483.52317917;1448.75545008;1419.26254668;1283.45710376;1399.60422303;1483.52841928;1432.02403527;1399.60266835;1448.75545008;1353.67644017;1353.67207724;1483.52405252;1390.40082718;1483.52405252;1399.60266835;1520.00067556;1520.00067556;1483.52405252;1399.60111368;1520.00434287;1432.02403527;1432.02403527;1483.52317917;1432.02729035;1453.50513918;1420.1133814;1483.52317917;1483.52492587;1483.52387785;1520.00067556;1448.75545008
3654.61827005;1399.75834727;1520.00067556;1461.49567844;1413.59891977;1427.84617337;1399.55700133;1487.9876001;1413.59822593;1331.45819637;1520.00067556;1442.45997123;1380.22639739;1372.44745027;1413.59891977;1487.9876001;1362.86265515;1308.91361079;1437.62002006;1439.76387872;1372.44679624;1520.00067556;1338.84117718;1520.00388445;1408.32053375;1372.44679624;1287.06167841;1442.46011573;1431.8762501;1413.59822593;1457.29296699;1487.9876001;1442.45722588;1519.9942578;1457.29444179;1520.00067556;1135.41700752;1300.19579685;1487.98683132;1520.00067556;1487.99221284;1413.60169514;1442.46156065;1331.3812572;1362.86265515;1396.04821408;1313.5695843;1359.20928;1461.49567844;1487.98683132;1520.00067556;1285.10672856;1466.6908399;1461.49716175;1434.23723479;1359.21056295;1442.46011573;1442.46011573;1433.90233034;1461.49567844;1442.46589545;1324.56849192;1342.07734;1520.00067556;1442.46011573;1422.38925638;1362.86394501;1346.28761191;1413.59614442;1413.59614442;1487.98683132;1427.84051022;1368.99567055;1308.91718008;1385.87466496;1487.99528801;1442.46156065;1413.59891977;1457.29444179;1372.44352609;1314.57267715;1487.9876001;1377.96867322;1457.29739139;1413.60169514;1461.49419513;1520.00067556;1487.9876001;1413.59753209;1520.00548891;1442.46011573;1442.46011573;1487.98990647;1442.45722588;1389.67031037;1431.87539582;1487.98683132;1487.98836889;1487.98744635;1520.00067556;1457.29739139
4111.4455538;1412.17082037;1491.4758015;1467.77287211;1399.59403134;1437.53319304;1387.34323343;1491.47786122;1424.67931524;1350.06694082;1520.00067556;1450.68269844;1370.43072384;1387.4103643;1399.59040382;1491.47923437;1378.69993702;1329.42820636;1446.32978194;1422.34334578;1363.6065204;1520.00067556;1356.80607849;1520.00638027;1419.9148314;1387.41095841;1385.4525769;1450.68282835;1441.16189675;1424.67931524;1464.00512944;1464.00579096;1450.67763212;1467.78284606;1464.00512944;1520.00067556;1168.26094623;1321.43012999;1424.68182106;1520.00210173;1491.48335385;1424.68370043;1450.68542648;1392.84088383;1355.19207966;1384.27700579;1293.32127298;1375.37392979;1519.99354472;1491.47717465;1520.00067556;1307.56040304;1464.00049884;1467.77420197;1424.19773491;1375.37743286;1387.41274073;1450.68282835;1380.36692198;1467.77287211;1450.68412741;1343.76660267;1359.75796308;1409.7615545;1450.68282835;1365.29632493;1378.70169704;1363.60422482;1424.67806233;1424.67868879;1491.48060753;1437.52490157;1384.27464009;1276.09697077;1370.30216855;1491.48815993;1450.68542648;1424.67994169;1464.00512944;1387.40977019;1281.60653335;1430.63348362;1392.42426652;1464.00248338;1044.57464372;1441.16189675;1520.00067556;1491.47786122;1424.67994169;1520.00638027;1450.68282835;1450.68412741;1491.47717465;1450.68152929;1403.04078778;1441.15920441;1491.4785478;1491.4785478;1464.00565865;1520.00210173;1464.00909855
3875.25969622;1367.24350417;1494.28374207;1100.036729;1410.76831618;1395.36181732;1399.55781748;1494.28188133;1433.67005995;1365.32854356;1520.00067556;1457.32868737;1331.89577383;1399.61930355;1065.30276348;1469.42014232;1391.64049287;1346.30372313;1453.37277356;1375.81230251;1377.78369714;1519.999392;1346.67035754;1519.9968249;1429.32636246;1399.62039185;1433.67177279;1457.32880536;1448.67699573;1391.63457532;1469.41954255;1469.41834299;1202.08601994;1519.99554135;1469.41834299;1520.00195911;1195.93461958;1338.91761156;1433.6706309;1494.28126109;1494.2880838;1433.67519849;1457.33234505;1404.59027906;1370.04704209;1396.7488343;1350.2454071;1388.58513589;1519.99554135;1448.67408093;1520.00067556;1170.59618464;1469.41534412;1472.83298197;1433.23113599;1388.58942072;1359.53561285;1351.82428688;1393.16513186;1472.83358453;1457.33116515;1359.5304786;1374.24144735;1397.58877115;1457.32644558;1379.33613471;1391.63403736;1377.78158794;1433.67005995;1433.6706309;1494.28746355;1445.36925772;1396.74666663;1251.00253954;1383.93299919;1494.2893243;1457.33234505;1433.66777617;1469.41894277;1399.6198477;1289.83438526;1431.82770022;1404.21224668;1469.41114573;1133.65510244;1448.67116613;1457.32939531;1494.28188133;1433.6706309;1520.00067556;1457.32880536;1457.32703552;1494.28622305;1413.91996349;1413.92051881;1294.37355232;1494.28498256;1433.67405659;1469.41882281;1450.33976223;1384.05431029
